         7076151 function calls (6986028 primitive calls) in 66.852 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       20    0.000    0.000    0.000    0.000 _methods.py:107(_clip_dep_invoke_with_casting)
       20    0.000    0.000    0.001    0.000 _methods.py:126(_clip)
        8    0.000    0.000    0.000    0.000 _methods.py:277(_ptp)
       88    0.000    0.000    0.000    0.000 _methods.py:38(_amax)
       72    0.000    0.000    0.000    0.000 _methods.py:42(_amin)
       12    0.000    0.000    0.000    0.000 _methods.py:46(_sum)
      390    0.000    0.000    0.001    0.000 _methods.py:54(_any)
      397    0.000    0.000    0.002    0.000 _methods.py:60(_all)
       40    0.000    0.000    0.000    0.000 _methods.py:92(_clip_dep_is_scalar_nan)
        1    0.000    0.000    0.000    0.000 _n_a_m_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _n_a_m_e.py:27(table__n_a_m_e)
        1    0.000    0.000    0.000    0.000 _n_a_m_e.py:399(NameRecord)
        1    0.000    0.000    0.000    0.000 _n_a_m_e.py:910(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _n_a_m_e.py:911(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _o_p_b_d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _o_p_b_d.py:5(table__o_p_b_d)
    40000    0.049    0.000    0.343    0.000 _ops.py:138(__call__)
        1    0.000    0.000    0.000    0.000 _ops.py:184(__init__)
        2    0.000    0.000    0.000    0.000 _ops.py:188(__getattr__)
        1    0.000    0.000    0.000    0.000 _ops.py:223(__getattr__)
        2    0.000    0.000    0.000    0.000 _ops.py:73(__init__)
        1    0.000    0.000    0.000    0.000 _p_o_s_t.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _p_o_s_t.py:30(table__p_o_s_t)
        1    0.000    0.000    0.000    0.000 _p_r_o_p.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _p_r_o_p.py:5(table__p_r_o_p)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:114(_set_new_active_manager)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:127(set_active)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:34(get_fig_manager)
        1    0.000    0.000    0.002    0.002 _pylab_helpers.py:45(destroy)
        2    0.000    0.000    0.000    0.000 _pylab_helpers.py:56(<genexpr>)
        1    0.000    0.000    0.002    0.002 _pylab_helpers.py:74(destroy_fig)
        2    0.000    0.000    0.000    0.000 _pylab_helpers.py:77(<genexpr>)
        3    0.000    0.000    0.000    0.000 _pylab_helpers.py:82(destroy_all)
        1    0.000    0.000    0.001    0.001 _s_b_i_x.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _s_b_i_x.py:114(sbixStrikeOffset)
        1    0.000    0.000    0.000    0.000 _s_b_i_x.py:30(table__s_b_i_x)
        1    0.000    0.000    0.045    0.045 _subplots.py:14(__init__)
        1    0.000    0.000    0.001    0.001 _subplots.py:58(set_subplotspec)
   559984    0.293    0.000    0.377    0.000 _tensor.py:1071(grad)
        1    0.000    0.000    0.000    0.000 _tensor.py:196(storage)
   270000    0.385    0.000    3.342    0.000 _tensor.py:26(wrapped)
    10000    0.043    0.000   36.664    0.004 _tensor.py:340(backward)
    10001    0.020    0.000    0.334    0.000 _tensor.py:527(norm)
    10000    0.032    0.000    0.172    0.000 _tensor.py:713(__iter__)
   160040    0.083    0.000    0.136    0.000 _tensor.py:731(__hash__)
       38    0.000    0.000    0.002    0.000 _text_helpers.py:15(warn_on_missing_glyph)
       28    0.000    0.000    0.001    0.000 _text_helpers.py:38(layout)
     2994    0.006    0.000    0.006    0.000 _ufunc_config.py:131(geterr)
     2994    0.007    0.000    0.017    0.000 _ufunc_config.py:32(seterr)
     1497    0.001    0.000    0.001    0.000 _ufunc_config.py:425(__init__)
     1497    0.002    0.000    0.011    0.000 _ufunc_config.py:429(__enter__)
     1497    0.002    0.000    0.010    0.000 _ufunc_config.py:434(__exit__)
        1    0.000    0.000    0.000    0.000 _utils.py:131(_rebuild_tensor)
        1    0.000    0.000    0.000    0.000 _utils.py:137(_rebuild_tensor_v2)
        1    0.000    0.000    0.000    0.000 _utils.py:159(_validate_loaded_sparse_tensors)
        1    0.000    0.000    0.000    0.000 _utils.py:553(_element_size)
        1    0.000    0.000    0.000    0.000 _v_m_t_x.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _v_m_t_x.py:5(table__v_m_t_x)
        3    0.000    0.000    0.000    0.000 abc.py:105(__new__)
    37244    0.012    0.000    0.025    0.000 abc.py:117(__instancecheck__)
  459/230    0.000    0.000    0.001    0.000 abc.py:121(__subclasscheck__)
        1    0.000    0.000    0.003    0.003 argparse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1033(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1060(_CountAction)
        1    0.000    0.000    0.000    0.000 argparse.py:107(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:1083(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1102(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1128(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1130(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1221(_ExtendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1232(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1287(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1307(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 argparse.py:154(HelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1617(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1651(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1671(ArgumentParser)
        1    0.000    0.000    0.000    0.000 argparse.py:201(_Section)
        1    0.000    0.000    0.000    0.000 argparse.py:666(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:677(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:688(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:705(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:740(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:760(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:769(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:862(BooleanOptionalAction)
        1    0.000    0.000    0.000    0.000 argparse.py:903(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:938(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:961(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:978(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:995(_AppendAction)
        1    0.000    0.000    0.000    0.000 arrayTools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayTools.py:264(Vector)
      626    0.001    0.000    0.003    0.000 artist.py:1001(set_visible)
        1    0.000    0.000    0.000    0.000 artist.py:1033(set_in_layout)
     1313    0.013    0.000    0.053    0.000 artist.py:1046(update)
        2    0.000    0.000    0.000    0.000 artist.py:1072(get_label)
        3    0.000    0.000    0.000    0.000 artist.py:1076(set_label)
        2    0.000    0.000    0.000    0.000 artist.py:1092(get_zorder)
      240    0.000    0.000    0.001    0.000 artist.py:1096(set_zorder)
     2252    0.000    0.000    0.000    0.000 artist.py:1111(sticky_edges)
      555    0.003    0.000    0.006    0.000 artist.py:1138(update_from)
      718    0.001    0.000    0.043    0.000 artist.py:1159(set)
      718    0.001    0.000    0.044    0.000 artist.py:116(<lambda>)
       58    0.000    0.000    0.004    0.000 artist.py:1166(_cm_set)
       29    0.000    0.000    0.000    0.000 artist.py:1171(<dictcomp>)
        4    0.000    0.000    0.000    0.000 artist.py:1298(mouseover)
      720    0.006    0.000    0.010    0.000 artist.py:149(__init__)
      673    0.000    0.000    0.001    0.000 artist.py:242(convert_xunits)
      740    0.000    0.000    0.001    0.000 artist.py:254(convert_yunits)
     6193    0.001    0.000    0.001    0.000 artist.py:266(axes)
      847    0.000    0.000    0.000    0.000 artist.py:271(axes)
21510/18277    0.015    0.000    0.025    0.000 artist.py:290(stale)
    968/2    0.004    0.000    1.365    0.683 artist.py:32(draw_wrapper)
     4117    0.003    0.000    0.010    0.000 artist.py:405(pchanged)
        4    0.000    0.000    0.000    0.000 artist.py:418(is_transform_set)
      603    0.001    0.000    0.003    0.000 artist.py:426(set_transform)
      531    0.001    0.000    0.001    0.000 artist.py:439(get_transform)
      156    0.000    0.000    0.000    0.000 artist.py:590(get_url)
      358    0.000    0.000    0.000    0.000 artist.py:604(get_gid)
       14    0.000    0.000    0.000    0.000 artist.py:618(get_snap)
      168    0.000    0.000    0.000    0.000 artist.py:657(get_sketch_params)
        2    0.000    0.000    1.365    0.683 artist.py:71(draw_wrapper)
      196    0.000    0.000    0.000    0.000 artist.py:716(get_path_effects)
      719    0.001    0.000    0.003    0.000 artist.py:723(set_figure)
        3    0.000    0.000    0.000    0.000 artist.py:747(set_clip_box)
       15    0.000    0.000    0.003    0.000 artist.py:759(set_clip_path)
     1689    0.002    0.000    0.010    0.000 artist.py:81(_stale_axes_callback)
       28    0.000    0.000    0.000    0.000 artist.py:821(get_alpha)
     1952    0.000    0.000    0.000    0.000 artist.py:828(get_visible)
    21522    0.004    0.000    0.004    0.000 artist.py:832(get_animated)
        1    0.000    0.000    0.000    0.000 artist.py:847(get_clip_on)
        1    0.000    0.000    0.000    0.000 artist.py:855(get_clip_path)
      196    0.000    0.000    0.002    0.000 artist.py:886(_set_gc_clip)
     1936    0.000    0.000    0.000    0.000 artist.py:896(get_rasterized)
     1936    0.000    0.000    0.000    0.000 artist.py:921(get_agg_filter)
      117    0.000    0.000    0.001    0.000 artist.py:960(set_alpha)
        1    0.000    0.000    0.003    0.003 ast.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:1004(LigatureCaretByIndexStatement)
        1    0.000    0.000    0.000    0.000 ast.py:1023(LigatureCaretByPosStatement)
        1    0.000    0.000    0.000    0.000 ast.py:1042(LigatureSubstStatement)
        1    0.000    0.000    0.000    0.000 ast.py:1081(LookupFlagStatement)
        1    0.000    0.000    0.000    0.000 ast.py:1122(LookupReferenceStatement)
        1    0.000    0.000    0.000    0.000 ast.py:1139(MarkBasePosStatement)
        1    0.000    0.000    0.000    0.000 ast.py:1160(MarkLigPosStatement)
        1    0.000    0.000    0.000    0.000 ast.py:1216(MarkMarkPosStatement)
        1    0.000    0.000    0.000    0.000 ast.py:1237(MultipleSubstStatement)
        1    0.000    0.000    0.000    0.000 ast.py:1288(PairPosStatement)
        1    0.000    0.000    0.000    0.000 ast.py:1365(ReverseChainSingleSubstStatement)
        1    0.000    0.000    0.000    0.000 ast.py:1405(SingleSubstStatement)
        1    0.000    0.000    0.000    0.000 ast.py:1451(ScriptStatement)
        1    0.000    0.000    0.000    0.000 ast.py:1466(SinglePosStatement)
        1    0.000    0.000    0.000    0.000 ast.py:1506(SubtableStatement)
        1    0.000    0.000    0.000    0.000 ast.py:1520(ValueRecord)
        1    0.000    0.000    0.000    0.000 ast.py:155(Element)
        1    0.000    0.000    0.000    0.000 ast.py:1630(ValueRecordDefinition)
        1    0.000    0.000    0.000    0.000 ast.py:1651(NameRecord)
        1    0.000    0.000    0.000    0.000 ast.py:1700(FeatureNameStatement)
        1    0.000    0.000    0.000    0.000 ast.py:1719(STATNameStatement)
        1    0.000    0.000    0.000    0.000 ast.py:1729(SizeParameters)
        1    0.000    0.000    0.000    0.000 ast.py:1756(CVParametersNameStatement)
        1    0.000    0.000    0.000    0.000 ast.py:177(Statement)
        1    0.000    0.000    0.000    0.000 ast.py:1783(CharacterStatement)
        1    0.000    0.000    0.000    0.000 ast.py:1804(BaseAxis)
        1    0.000    0.000    0.000    0.000 ast.py:181(Expression)
        1    0.000    0.000    0.000    0.000 ast.py:1829(OS2Field)
        1    0.000    0.000    0.000    0.000 ast.py:185(Comment)
        1    0.000    0.000    0.000    0.000 ast.py:1873(HheaField)
        1    0.000    0.000    0.000    0.000 ast.py:1891(VheaField)
        1    0.000    0.000    0.000    0.000 ast.py:1909(STATDesignAxisStatement)
        1    0.000    0.000    0.000    0.000 ast.py:1936(ElidedFallbackName)
        1    0.000    0.000    0.000    0.000 ast.py:1959(ElidedFallbackNameID)
        1    0.000    0.000    0.000    0.000 ast.py:197(NullGlyph)
        1    0.000    0.000    0.000    0.000 ast.py:1978(STATAxisValueStatement)
        1    0.000    0.000    0.000    0.000 ast.py:2018(AxisValueLocationStatement)
        1    0.000    0.000    0.000    0.000 ast.py:212(GlyphName)
        1    0.000    0.000    0.000    0.000 ast.py:228(GlyphClass)
        1    0.000    0.000    0.000    0.000 ast.py:290(GlyphClassName)
        1    0.000    0.000    0.000    0.000 ast.py:307(MarkClassName)
        1    0.000    0.000    0.000    0.000 ast.py:324(AnonymousBlock)
        1    0.000    0.000    0.000    0.000 ast.py:339(Block)
        1    0.000    0.000    0.000    0.000 ast.py:362(FeatureFile)
        1    0.000    0.000    0.000    0.000 ast.py:374(FeatureBlock)
        1    0.000    0.000    0.000    0.000 ast.py:406(NestedBlock)
        1    0.000    0.000    0.000    0.000 ast.py:427(LookupBlock)
        1    0.000    0.000    0.000    0.000 ast.py:450(TableBlock)
        1    0.000    0.000    0.000    0.000 ast.py:464(GlyphClassDefinition)
        1    0.000    0.000    0.000    0.000 ast.py:480(GlyphClassDefStatement)
        1    0.000    0.000    0.000    0.000 ast.py:510(MarkClass)
        1    0.000    0.000    0.000    0.000 ast.py:555(MarkClassDefinition)
        1    0.000    0.000    0.000    0.000 ast.py:594(AlternateSubstStatement)
        1    0.000    0.000    0.000    0.000 ast.py:631(Anchor)
        1    0.000    0.000    0.000    0.000 ast.py:668(AnchorDefinition)
        1    0.000    0.000    0.000    0.000 ast.py:683(AttachStatement)
        1    0.000    0.000    0.000    0.000 ast.py:702(ChainContextPosStatement)
        1    0.000    0.000    0.000    0.000 ast.py:760(ChainContextSubstStatement)
        1    0.000    0.000    0.000    0.000 ast.py:818(CursivePosStatement)
        1    0.000    0.000    0.000    0.000 ast.py:839(FeatureReferenceStatement)
        1    0.000    0.000    0.000    0.000 ast.py:854(IgnorePosStatement)
        1    0.000    0.000    0.000    0.000 ast.py:890(IgnoreSubstStatement)
        1    0.000    0.000    0.000    0.000 ast.py:926(IncludeStatement)
        1    0.000    0.000    0.000    0.000 ast.py:945(LanguageStatement)
        1    0.000    0.000    0.000    0.000 ast.py:974(LanguageSystemStatement)
        1    0.000    0.000    0.000    0.000 ast.py:989(FontRevisionStatement)
        4    0.000    0.000    0.000    0.000 axis.py:1015(_set_artist_props)
        8    0.002    0.000    0.306    0.038 axis.py:1040(_update_ticks)
        8    0.000    0.000    0.917    0.115 axis.py:1083(_get_tick_bboxes)
        8    0.001    0.000    0.916    0.115 axis.py:1085(<listcomp>)
        8    0.000    0.000    0.000    0.000 axis.py:1087(<listcomp>)
        4    0.000    0.000    1.352    0.338 axis.py:1150(draw)
        8    0.000    0.000    0.004    0.001 axis.py:1275(get_majorticklocs)
        8    0.000    0.000    0.034    0.004 axis.py:1279(get_minorticklocs)
        8    0.002    0.000    0.028    0.003 axis.py:1292(<listcomp>)
       20    0.000    0.000    0.001    0.000 axis.py:1326(_get_tick_label_size)
      111    0.001    0.000    0.023    0.000 axis.py:1338(_copy_tick_props)
       10    0.000    0.000    0.000    0.000 axis.py:1352(get_major_locator)
        8    0.000    0.000    0.032    0.004 axis.py:1368(get_major_ticks)
        8    0.000    0.000    0.189    0.024 axis.py:1381(get_minor_ticks)
        4    0.000    0.000    0.009    0.002 axis.py:1394(grid)
        4    0.000    0.000    0.000    0.000 axis.py:1426(<dictcomp>)
        7    0.000    0.000    0.000    0.000 axis.py:1437(update_units)
      117    0.000    0.000    0.000    0.000 axis.py:148(<dictcomp>)
        5    0.000    0.000    0.000    0.000 axis.py:1492(have_units)
       24    0.000    0.000    0.000    0.000 axis.py:1495(convert_units)
       12    0.000    0.000    0.000    0.000 axis.py:1512(set_units)
       17    0.000    0.000    0.000    0.000 axis.py:1567(set_major_formatter)
       17    0.000    0.000    0.000    0.000 axis.py:1593(set_minor_formatter)
       34    0.000    0.000    0.001    0.000 axis.py:1607(_set_formatter)
       17    0.000    0.000    0.000    0.000 axis.py:1633(set_major_locator)
       17    0.000    0.000    0.000    0.000 axis.py:1649(set_minor_locator)
        4    0.000    0.000    0.070    0.018 axis.py:1860(_get_tick_boxes_siblings)
        4    0.000    0.000    0.000    0.000 axis.py:1868(<listcomp>)
      117    0.000    0.000    0.001    0.000 axis.py:190(_set_labelrotation)
        6    0.000    0.000    0.000    0.000 axis.py:1922(_get_ticks_position)
       18    0.000    0.000    0.000    0.000 axis.py:1938(<genexpr>)
        6    0.000    0.000    0.000    0.000 axis.py:1959(get_label_position)
       71    0.000    0.000    0.002    0.000 axis.py:1985(getter)
        1    0.000    0.000    0.019    0.019 axis.py:2013(__init__)
      117    0.000    0.000    0.001    0.000 axis.py:202(_apply_tickdir)
        9    0.000    0.000    0.017    0.002 axis.py:2052(_get_tick)
        2    0.000    0.000    0.008    0.004 axis.py:2073(_update_label_position)
        2    0.000    0.000    0.001    0.000 axis.py:2113(_update_offset_text_position)
      117    0.000    0.000    0.000    0.000 axis.py:222(get_tick_padding)
        6    0.000    0.000    0.000    0.000 axis.py:2223(get_ticks_position)
        2    0.000    0.000    0.000    0.000 axis.py:2236(get_minpos)
        8    0.000    0.000    0.002    0.000 axis.py:2258(get_tick_space)
        1    0.000    0.000    0.001    0.001 axis.py:2276(__init__)
      108    0.001    0.000    0.192    0.002 axis.py:2317(_get_tick)
        2    0.000    0.000    0.070    0.035 axis.py:2339(_update_label_position)
        6    0.000    0.000    0.002    0.000 axis.py:236(set_clip_path)
        2    0.000    0.000    0.000    0.000 axis.py:2378(_update_offset_text_position)
        8    0.000    0.000    0.000    0.000 axis.py:2500(get_minpos)
       12    0.000    0.000    0.003    0.000 axis.py:2522(get_tick_space)
      464    0.000    0.000    0.000    0.000 axis.py:287(get_loc)
      154    0.002    0.000    0.118    0.001 axis.py:291(draw)
      464    0.000    0.000    0.004    0.000 axis.py:303(set_label1)
      464    0.000    0.000    0.004    0.000 axis.py:316(set_label2)
      585    0.000    0.000    0.003    0.000 axis.py:340(_set_artist_props)
       14    0.000    0.000    0.002    0.000 axis.py:349(_apply_params)
       70    0.000    0.000    0.000    0.000 axis.py:357(<genexpr>)
       14    0.000    0.000    0.000    0.000 axis.py:374(<dictcomp>)
       14    0.000    0.000    0.000    0.000 axis.py:387(<dictcomp>)
       14    0.000    0.000    0.000    0.000 axis.py:392(<dictcomp>)
        9    0.000    0.000    0.017    0.002 axis.py:414(__init__)
        9    0.000    0.000    0.000    0.000 axis.py:436(_get_text1_transform)
        9    0.000    0.000    0.000    0.000 axis.py:439(_get_text2_transform)
        9    0.000    0.000    0.001    0.000 axis.py:442(_apply_tickdir)
       41    0.000    0.000    0.001    0.000 axis.py:453(update_position)
      108    0.002    0.000    0.191    0.002 axis.py:475(__init__)
      108    0.000    0.000    0.005    0.000 axis.py:497(_get_text1_transform)
      108    0.000    0.000    0.004    0.000 axis.py:500(_get_text2_transform)
      108    0.001    0.000    0.010    0.000 axis.py:503(_apply_tickdir)
      540    0.002    0.000    0.010    0.000 axis.py:514(update_position)
        4    0.000    0.000    0.000    0.000 axis.py:541(__init__)
       34    0.000    0.000    0.000    0.000 axis.py:547(locator)
       34    0.000    0.000    0.000    0.000 axis.py:551(locator)
      102    0.000    0.000    0.000    0.000 axis.py:558(formatter)
       34    0.000    0.000    0.000    0.000 axis.py:562(formatter)
      117    0.005    0.000    0.155    0.001 axis.py:57(__init__)
      6/4    0.000    0.000    0.011    0.003 axis.py:581(__get__)
        2    0.000    0.000    0.020    0.010 axis.py:638(__init__)
       34    0.000    0.000    0.000    0.000 axis.py:687(isDefault_majloc)
       34    0.000    0.000    0.000    0.000 axis.py:695(isDefault_majfmt)
       34    0.000    0.000    0.000    0.000 axis.py:703(isDefault_minloc)
       34    0.000    0.000    0.000    0.000 axis.py:711(isDefault_minfmt)
        8    0.000    0.000    0.000    0.000 axis.py:721(get_remove_overlapping_locs)
      497    0.000    0.000    0.001    0.000 axis.py:752(get_transform)
       10    0.000    0.000    0.000    0.000 axis.py:755(get_scale)
       17    0.000    0.000    0.023    0.001 axis.py:759(_set_scale)
        5    0.000    0.000    0.000    0.000 axis.py:771(limit_range_for_scale)
       12    0.000    0.000    0.022    0.002 axis.py:790(clear)
       16    0.000    0.000    0.000    0.000 axis.py:830(reset_ticks)
        8    0.000    0.000    0.010    0.001 axis.py:850(set_tick_params)
        8    0.000    0.000    0.000    0.000 axis.py:889(_translate_tick_kw)
        2    0.000    0.000    0.006    0.003 axis.py:934(set_clip_path)
        3    0.000    0.000    0.000    0.000 axis.py:977(get_inverted)
        1    0.000    0.000    0.001    0.001 backend_agg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_agg.py:109(_update_methods)
        7    0.000    0.000    0.002    0.000 backend_agg.py:133(draw_path)
        8    0.000    0.000    0.000    0.000 backend_agg.py:213(draw_mathtext)
       14    0.000    0.000    0.002    0.000 backend_agg.py:224(draw_text)
       28    0.000    0.000    0.147    0.005 backend_agg.py:251(get_text_width_height_descent)
       14    0.000    0.000    0.000    0.000 backend_agg.py:295(get_canvas_width_height)
       26    0.000    0.000    0.001    0.000 backend_agg.py:299(_get_agg_font)
      154    0.000    0.000    0.000    0.000 backend_agg.py:312(points_to_pixels)
        2    0.000    0.000    0.000    0.000 backend_agg.py:328(option_image_nocomposite)
        1    0.000    0.000    0.001    0.001 backend_agg.py:418(FigureCanvasAgg)
        1    0.000    0.000    0.279    0.279 backend_agg.py:429(draw)
        1    0.000    0.000    0.000    0.000 backend_agg.py:441(get_renderer)
       81    0.000    0.000    0.000    0.000 backend_agg.py:52(get_hinting_flag)
        1    0.000    0.000    0.000    0.000 backend_agg.py:600(_BackendAgg)
        1    0.000    0.000    0.000    0.000 backend_agg.py:68(RendererAgg)
        1    0.000    0.000    0.000    0.000 backend_agg.py:87(__init__)
       98    0.000    0.000    0.000    0.000 backend_bases.py:1004(get_hatch_color)
       98    0.000    0.000    0.000    0.000 backend_bases.py:1012(get_hatch_linewidth)
      182    0.000    0.000    0.000    0.000 backend_bases.py:1016(get_sketch_params)
        3    0.000    0.000    0.000    0.000 backend_bases.py:1227(__init__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1255(__init__)
        1    0.000    0.000    0.110    0.110 backend_bases.py:135(get_registered_canvas_class)
        8    0.000    0.000    0.000    0.000 backend_bases.py:1575(_check_savefig_extra_args)
        1    0.000    0.000    1.107    1.107 backend_bases.py:1595(wrapper)
        3    0.000    0.000    0.000    0.000 backend_bases.py:1694(__init__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:170(__init__)
       10    0.000    0.000    0.000    0.000 backend_bases.py:1715(<lambda>)
        3    0.000    0.000    0.000    0.000 backend_bases.py:1719(_fix_ipython_backend2gui)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1753(is_saving)
      358    0.000    0.000    0.000    0.000 backend_bases.py:177(open_group)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1775(draw_event)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1790(close_event)
      358    0.000    0.000    0.000    0.000 backend_bases.py:184(close_group)
       77    0.001    0.000    0.016    0.000 backend_bases.py:195(draw_markers)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2035(draw)
        4    0.000    0.000    0.000    0.000 backend_bases.py:2062(device_pixel_ratio)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2113(get_width_height)
        6    0.000    0.000    0.000    0.000 backend_bases.py:2134(<genexpr>)
        1    0.000    0.000    0.110    0.110 backend_bases.py:2156(_get_output_canvas)
        1    0.000    0.000    1.218    1.218 backend_bases.py:2192(print_figure)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2376(switch_backends)
        6    0.000    0.000    0.000    0.000 backend_bases.py:2389(mpl_connect)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2444(mpl_disconnect)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2776(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2795(notify_axes_change)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2930(__init__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:3015(_wait_cursor_for_draw_cm)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3299(update)
        1    0.000    0.000    0.052    0.052 backend_bases.py:3487(new_figure_manager)
        1    0.000    0.000    0.051    0.051 backend_bases.py:3496(new_figure_manager_given_figure)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3503(draw_if_interactive)
        5    0.000    0.000    0.000    0.000 backend_bases.py:3548(export)
        5    0.000    0.000    0.000    0.000 backend_bases.py:3563(Show)
       14    0.000    0.000    0.000    0.000 backend_bases.py:639(flipy)
       98    0.000    0.000    0.002    0.000 backend_bases.py:658(new_gc)
      154    0.000    0.000    0.000    0.000 backend_bases.py:662(points_to_pixels)
      199    0.001    0.000    0.004    0.000 backend_bases.py:735(__init__)
        4    0.000    0.000    0.000    0.000 backend_bases.py:755(copy_properties)
      196    0.000    0.000    0.000    0.000 backend_bases.py:776(restore)
       98    0.000    0.000    0.000    0.000 backend_bases.py:803(get_clip_path)
       98    0.000    0.000    0.000    0.000 backend_bases.py:818(get_dashes)
      106    0.000    0.000    0.000    0.000 backend_bases.py:846(get_rgb)
       14    0.000    0.000    0.000    0.000 backend_bases.py:850(get_url)
       98    0.000    0.000    0.000    0.000 backend_bases.py:858(get_snap)
       40    0.000    0.000    0.000    0.000 backend_bases.py:869(set_alpha)
      168    0.000    0.000    0.000    0.000 backend_bases.py:886(set_antialiased)
      168    0.000    0.000    0.000    0.000 backend_bases.py:891(set_capstyle)
        2    0.000    0.000    0.000    0.000 backend_bases.py:902(set_clip_rectangle)
      196    0.000    0.000    0.002    0.000 backend_bases.py:906(set_clip_path)
       14    0.000    0.000    0.000    0.000 backend_bases.py:911(set_dashes)
      236    0.000    0.000    0.000    0.000 backend_bases.py:935(set_foreground)
      168    0.000    0.000    0.001    0.000 backend_bases.py:955(set_joinstyle)
      168    0.000    0.000    0.000    0.000 backend_bases.py:966(set_linewidth)
      196    0.000    0.000    0.000    0.000 backend_bases.py:970(set_url)
      168    0.000    0.000    0.000    0.000 backend_bases.py:978(set_snap)
      103    0.000    0.000    0.000    0.000 backend_bases.py:993(get_hatch)
      103    0.000    0.000    0.000    0.000 backend_bases.py:997(get_hatch_path)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_mixed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_mixed.py:16(__init__)
     2220    0.001    0.000    0.001    0.000 backend_mixed.py:62(__getattr__)
        1    0.000    0.000    0.000    0.000 backend_mixed.py:8(MixedModeRenderer)
        1    0.000    0.000    0.108    0.108 backend_pdf.py:1(<module>)
        9    0.000    0.000    0.000    0.000 backend_pdf.py:1066(_get_xobject_symbol_name)
        1    0.000    0.000    0.018    0.018 backend_pdf.py:1094(embedTTF)
      268    0.000    0.000    0.000    0.000 backend_pdf.py:1100(cvt)
        1    0.000    0.000    0.016    0.016 backend_pdf.py:1111(embedTTFType3)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:1119(<listcomp>)
      256    0.000    0.000    0.011    0.000 backend_pdf.py:1141(get_char_width)
        1    0.000    0.000    0.011    0.011 backend_pdf.py:1152(<listcomp>)
