         7076151 function calls (6986028 primitive calls) in 66.852 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      243    0.001    0.000    0.005    0.000 text.py:936(set_color)
      479    0.001    0.000    0.001    0.000 text.py:957(set_horizontalalignment)
        1    0.000    0.000    0.000    0.000 textTools.py:1(<module>)
        2    0.000    0.000    0.000    0.000 textpath.py:24(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1423(current_thread)
        1    0.000    0.000    0.000    0.000 threading.py:1567(main_thread)
        1    0.000    0.000    0.000    0.000 threading.py:90(RLock)
      432    0.002    0.000    0.010    0.000 ticker.py:1062(__call__)
       20    0.000    0.000    0.000    0.000 ticker.py:1623(raise_if_exceeds)
        5    0.000    0.000    0.000    0.000 ticker.py:1641(nonsingular)
        4    0.000    0.000    0.000    0.000 ticker.py:1744(__call__)
        4    0.000    0.000    0.000    0.000 ticker.py:1747(tick_values)
       68    0.000    0.000    0.000    0.000 ticker.py:183(set_axis)
        8    0.000    0.000    0.000    0.000 ticker.py:1880(scale_range)
        8    0.000    0.000    0.000    0.000 ticker.py:1898(__init__)
       16    0.000    0.000    0.000    0.000 ticker.py:1909(closeto)
        8    0.000    0.000    0.000    0.000 ticker.py:1919(le)
        8    0.000    0.000    0.000    0.000 ticker.py:1926(ge)
       16    0.000    0.000    0.001    0.000 ticker.py:1946(__init__)
       16    0.000    0.000    0.001    0.000 ticker.py:1987(_validate_steps)
       16    0.000    0.000    0.000    0.000 ticker.py:2002(_staircase)
       16    0.000    0.000    0.001    0.000 ticker.py:2008(set_params)
        8    0.000    0.000    0.004    0.000 ticker.py:2053(_raw_ticks)
        8    0.000    0.000    0.004    0.001 ticker.py:2113(__call__)
        8    0.000    0.000    0.004    0.000 ticker.py:2117(tick_values)
        1    0.000    0.000    0.000    0.000 ticker.py:2134(view_limits)
      432    0.001    0.000    0.006    0.000 ticker.py:2207(is_close_to_int)
       16    0.000    0.000    0.012    0.001 ticker.py:221(format_ticks)
        2    0.000    0.000    0.000    0.000 ticker.py:2216(__init__)
       16    0.000    0.000    0.011    0.001 ticker.py:224(<listcomp>)
        2    0.000    0.000    0.000    0.000 ticker.py:2265(base)
        2    0.000    0.000    0.000    0.000 ticker.py:2269(subs)
       12    0.000    0.000    0.005    0.000 ticker.py:2290(__call__)
       12    0.000    0.000    0.005    0.000 ticker.py:2295(tick_values)
        4    0.000    0.000    0.000    0.000 ticker.py:2374(<listcomp>)
        2    0.000    0.000    0.000    0.000 ticker.py:2391(view_limits)
        7    0.000    0.000    0.000    0.000 ticker.py:2407(nonsingular)
        2    0.000    0.000    0.000    0.000 ticker.py:241(get_offset)
        8    0.000    0.000    0.000    0.000 ticker.py:244(set_locs)
       34    0.000    0.000    0.000    0.000 ticker.py:253(fix_minus)
       32    0.000    0.000    0.000    0.000 ticker.py:265(_set_locator)
       16    0.000    0.000    0.002    0.000 ticker.py:2741(__init__)
       16    0.000    0.000    0.020    0.001 ticker.py:433(__init__)
       16    0.000    0.000    0.000    0.000 ticker.py:481(set_useOffset)
       32    0.000    0.000    0.000    0.000 ticker.py:543(_format_maybe_minus_and_locale)
       16    0.000    0.000    0.000    0.000 ticker.py:560(set_useMathText)
       32    0.000    0.000    0.000    0.000 ticker.py:578(__call__)
        2    0.000    0.000    0.000    0.000 ticker.py:678(get_offset)
        8    0.000    0.000    0.002    0.000 ticker.py:706(set_locs)
        8    0.000    0.000    0.001    0.000 ticker.py:715(_compute_offset)
        8    0.000    0.000    0.000    0.000 ticker.py:754(_set_order_of_magnitude)
        8    0.000    0.000    0.001    0.000 ticker.py:788(_set_format)
        2    0.000    0.000    0.000    0.000 ticker.py:880(__init__)
       16    0.000    0.000    0.001    0.000 ticker.py:915(set_locs)
        1    0.000    0.000    0.000    0.000 timeTools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeit.py:84(Timer)
        1    0.000    0.000    0.000    0.000 tokenize.py:297(detect_encoding)
        1    0.000    0.000    0.000    0.000 tokenize.py:321(read_or_stop)
        1    0.000    0.000    0.000    0.000 tokenize.py:327(find_cookie)
        1    0.000    0.000    0.000    0.000 tokenize.py:390(open)
      107    0.000    0.000    0.005    0.000 traceback.py:216(extract_stack)
      214    0.000    0.000    0.000    0.000 traceback.py:259(__init__)
       82    0.000    0.000    0.000    0.000 traceback.py:288(__getitem__)
       41    0.000    0.000    0.000    0.000 traceback.py:298(__len__)
      296    0.000    0.000    0.001    0.000 traceback.py:301(line)
      326    0.000    0.000    0.000    0.000 traceback.py:309(walk_stack)
      107    0.001    0.000    0.004    0.000 traceback.py:338(extract)
        1    0.000    0.000    0.000    0.000 transform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transform.py:69(Transform)
        2    0.000    0.000    0.000    0.000 transforms.py:1001(intervalx)
        3    0.000    0.000    0.000    0.000 transforms.py:1006(intervaly)
       11    0.000    0.000    0.000    0.000 transforms.py:1019(minpos)
        3    0.000    0.000    0.000    0.000 transforms.py:1030(minposx)
       10    0.000    0.000    0.000    0.000 transforms.py:1041(minposy)
      950    0.000    0.000    0.000    0.000 transforms.py:1052(get_points)
     3483    0.003    0.000    0.003    0.000 transforms.py:107(__init__)
        6    0.000    0.000    0.000    0.000 transforms.py:1070(set)
        1    0.000    0.000    0.000    0.000 transforms.py:1087(mutatedy)
       18    0.000    0.000    0.000    0.000 transforms.py:1100(__init__)
       18    0.000    0.000    0.001    0.000 transforms.py:1122(get_points)
      387    0.000    0.000    0.005    0.000 transforms.py:1348(__add__)
       82    0.000    0.000    0.000    0.000 transforms.py:1363(_iter_break_from_left_to_right)
        6    0.000    0.000    0.000    0.000 transforms.py:1375(depth)
        1    0.000    0.000    0.000    0.000 transforms.py:1389(contains_branch)
        1    0.000    0.000    0.000    0.000 transforms.py:1408(contains_branch_seperately)
       20    0.000    0.000    0.002    0.000 transforms.py:1426(__sub__)
  817/816    0.003    0.000    0.055    0.000 transforms.py:1480(transform)
      453    0.001    0.000    0.002    0.000 transforms.py:1517(transform_affine)
      453    0.000    0.000    0.001    0.000 transforms.py:1577(get_affine)
        4    0.000    0.000    0.001    0.000 transforms.py:1601(transform_path)
        4    0.000    0.000    0.000    0.000 transforms.py:1610(transform_path_affine)
      168    0.001    0.000    0.016    0.000 transforms.py:1620(transform_path_non_affine)
      580    0.001    0.000    0.003    0.000 transforms.py:170(invalidate)
        2    0.000    0.000    0.000    0.000 transforms.py:1710(__init__)
        2    0.000    0.000    0.000    0.000 transforms.py:1719(_init)
        2    0.000    0.000    0.000    0.000 transforms.py:1726(__eq__)
        5    0.000    0.000    0.000    0.000 transforms.py:1735(_set)
        3    0.000    0.000    0.000    0.000 transforms.py:1752(set)
     3243    0.002    0.000    0.003    0.000 transforms.py:1772(<lambda>)
     2550    0.004    0.000    0.006    0.000 transforms.py:1783(__init__)
      322    0.000    0.000    0.001    0.000 transforms.py:1787(__array__)
     1296    0.001    0.000    0.003    0.000 transforms.py:1791(__eq__)
      436    0.000    0.000    0.002    0.000 transforms.py:1796(transform)
  976/580    0.002    0.000    0.002    0.000 transforms.py:180(_invalidate_internal)
      656    0.000    0.000    0.000    0.000 transforms.py:1805(transform_non_affine)
        4    0.000    0.000    0.000    0.000 transforms.py:1813(transform_path_affine)
      422    0.000    0.000    0.000    0.000 transforms.py:1822(get_affine)
      310    0.001    0.000    0.003    0.000 transforms.py:1846(frozen)
        8    0.000    0.000    0.000    0.000 transforms.py:1850(is_separable)
      440    0.001    0.000    0.002    0.000 transforms.py:1862(transform_affine)
       20    0.000    0.000    0.000    0.000 transforms.py:1883(inverted)
     1062    0.003    0.000    0.007    0.000 transforms.py:1900(__init__)
     1573    0.001    0.000    0.001    0.000 transforms.py:1940(get_matrix)
        2    0.000    0.000    0.000    0.000 transforms.py:1987(clear)
       47    0.000    0.000    0.001    0.000 transforms.py:1996(rotate)
       47    0.000    0.000    0.001    0.000 transforms.py:2012(rotate_deg)
       19    0.000    0.000    0.001    0.000 transforms.py:2032(rotate_deg_around)
      115    0.000    0.000    0.001    0.000 transforms.py:2044(translate)
      391    0.002    0.000    0.004    0.000 transforms.py:2057(scale)
      820    0.003    0.000    0.003    0.000 transforms.py:207(set_children)
       10    0.000    0.000    0.000    0.000 transforms.py:2126(get_matrix)
      502    0.000    0.000    0.000    0.000 transforms.py:2130(transform)
      661    0.000    0.000    0.001    0.000 transforms.py:2138(transform_non_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:2154(get_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:2158(inverted)
        2    0.000    0.000    0.000    0.000 transforms.py:2166(__eq__)
        3    0.000    0.000    0.000    0.000 transforms.py:2194(__init__)
3913/3241    0.002    0.000    0.003    0.000 transforms.py:2218(<lambda>)
      965    0.000    0.000    0.001    0.000 transforms.py:222(<lambda>)
 1317/661    0.010    0.000    0.050    0.000 transforms.py:2226(transform_non_affine)
  509/504    0.000    0.000    0.001    0.000 transforms.py:2258(get_affine)
        6    0.000    0.000    0.000    0.000 transforms.py:2285(__init__)
        9    0.000    0.000    0.000    0.000 transforms.py:2327(blended_transform_factory)
      298    0.001    0.000    0.002    0.000 transforms.py:2351(__init__)
   140/88    0.000    0.000    0.000    0.000 transforms.py:2380(_invalidate_internal)
  664/663    0.001    0.000    0.001    0.000 transforms.py:2395(__eq__)
        2    0.000    0.000    0.000    0.000 transforms.py:2402(_iter_break_from_left_to_right)
      4/2    0.000    0.000    0.000    0.000 transforms.py:2408(<lambda>)
     2597    0.001    0.000    0.003    0.000 transforms.py:2409(<lambda>)
      364    0.001    0.000    0.010    0.000 transforms.py:2417(transform_affine)
 1022/686    0.003    0.000    0.046    0.000 transforms.py:2421(transform_non_affine)
        6    0.000    0.000    0.001    0.000 transforms.py:2431(transform_path_non_affine)
  386/370    0.002    0.000    0.008    0.000 transforms.py:2441(get_affine)
       77    0.000    0.000    0.001    0.000 transforms.py:2462(__init__)
       77    0.000    0.000    0.001    0.000 transforms.py:2497(get_matrix)
      387    0.001    0.000    0.005    0.000 transforms.py:2508(composite_transform_factory)
       21    0.000    0.000    0.000    0.000 transforms.py:2586(__init__)
       11    0.000    0.000    0.000    0.000 transforms.py:259(frozen)
       90    0.000    0.000    0.000    0.000 transforms.py:2602(get_matrix)
        1    0.000    0.000    0.000    0.000 transforms.py:263(__array__)
        1    0.000    0.000    0.000    0.000 transforms.py:2644(__init__)
        6    0.000    0.000    0.000    0.000 transforms.py:2656(get_matrix)
       25    0.000    0.000    0.000    0.000 transforms.py:266(x0)
      235    0.001    0.000    0.002    0.000 transforms.py:2678(__init__)
      342    0.000    0.000    0.000    0.000 transforms.py:2688(get_matrix)
      156    0.001    0.000    0.002    0.000 transforms.py:2741(__init__)
      156    0.001    0.000    0.028    0.000 transforms.py:2756(_revalidate)
       25    0.000    0.000    0.000    0.000 transforms.py:276(y0)
      154    0.000    0.000    0.027    0.000 transforms.py:2769(get_transformed_points_and_affine)
        2    0.000    0.000    0.001    0.001 transforms.py:2780(get_transformed_path_and_affine)
      156    0.000    0.000    0.000    0.000 transforms.py:2796(get_affine)
       14    0.000    0.000    0.000    0.000 transforms.py:2839(nonsingular)
        4    0.000    0.000    0.000    0.000 transforms.py:286(x1)
      464    0.001    0.000    0.001    0.000 transforms.py:2919(_interval_contains_close)
        2    0.000    0.000    0.000    0.000 transforms.py:296(y1)
        3    0.000    0.000    0.000    0.000 transforms.py:316(p1)
      180    0.000    0.000    0.002    0.000 transforms.py:326(xmin)
      186    0.000    0.000    0.002    0.000 transforms.py:331(ymin)
      180    0.000    0.000    0.002    0.000 transforms.py:336(xmax)
      188    0.000    0.000    0.002    0.000 transforms.py:341(ymax)
        2    0.000    0.000    0.000    0.000 transforms.py:351(max)
       43    0.000    0.000    0.000    0.000 transforms.py:356(intervalx)
       48    0.000    0.000    0.000    0.000 transforms.py:365(intervaly)
        9    0.000    0.000    0.000    0.000 transforms.py:374(width)
       13    0.000    0.000    0.000    0.000 transforms.py:380(height)
        1    0.000    0.000    0.000    0.000 transforms.py:386(size)
    11/10    0.000    0.000    0.000    0.000 transforms.py:392(bounds)
       20    0.000    0.000    0.001    0.000 transforms.py:487(transformed)
       56    0.001    0.000    0.001    0.000 transforms.py:637(translated)
       10    0.000    0.000    0.008    0.001 transforms.py:662(union)
       10    0.000    0.000    0.002    0.000 transforms.py:667(<listcomp>)
       10    0.000    0.000    0.002    0.000 transforms.py:668(<listcomp>)
       10    0.000    0.000    0.002    0.000 transforms.py:669(<listcomp>)
       10    0.000    0.000    0.002    0.000 transforms.py:670(<listcomp>)
      447    0.002    0.000    0.004    0.000 transforms.py:767(__init__)
       11    0.000    0.000    0.000    0.000 transforms.py:797(frozen)
       16    0.000    0.000    0.000    0.000 transforms.py:803(unit)
        1    0.000    0.000    0.000    0.000 transforms.py:808(null)
      309    0.001    0.000    0.009    0.000 transforms.py:813(from_bounds)
      329    0.001    0.000    0.009    0.000 transforms.py:822(from_extents)
        1    0.000    0.000    0.000    0.000 transforms.py:869(update_from_path)
        4    0.000    0.000    0.000    0.000 transforms.py:971(x0)
        2    0.000    0.000    0.000    0.000 transforms.py:976(y0)
        4    0.000    0.000    0.000    0.000 transforms.py:981(x1)
        2    0.000    0.000    0.000    0.000 transforms.py:986(y1)
        2    0.000    0.000    0.000    0.000 transforms.py:996(p1)
        1    0.000    0.000    0.000    0.000 ttCollection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ttCollection.py:10(TTCollection)
        1    0.000    0.000    0.004    0.004 ttFont.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ttFont.py:13(TTFont)
        1    0.000    0.000    0.000    0.000 ttFont.py:698(_TTGlyphSet)
        1    0.000    0.000    0.000    0.000 ttFont.py:740(_TTGlyph)
        1    0.000    0.000    0.000    0.000 ttFont.py:777(_TTGlyphCFF)
        1    0.000    0.000    0.000    0.000 ttFont.py:780(_TTGlyphGlyf)
        1    0.000    0.000    0.000    0.000 ttFont.py:801(GlyphOrder)
    71/70    0.000    0.000    0.021    0.000 ttFont.py:828(getTableModule)
       70    0.000    0.000    0.000    0.000 ttFont.py:874(getCustomTableClass)
    70/69    0.000    0.000    0.023    0.000 ttFont.py:886(getTableClass)
      550    0.001    0.000    0.003    0.000 ttFont.py:914(_escapechar)
      141    0.001    0.000    0.004    0.000 ttFont.py:925(tagToIdentifier)
        1    0.000    0.000    0.002    0.002 ttProgram.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ttProgram.py:164(_makeDict)
        1    0.000    0.000    0.000    0.000 ttProgram.py:181(tt_instructions_error)
        1    0.000    0.000    0.000    0.000 ttProgram.py:208(Program)
        1    0.000    0.000    0.001    0.001 type1font.py:1(<module>)
        1    0.000    0.000    0.001    0.001 type1font.py:43(Type1Font)
       13    0.000    0.000    0.000    0.000 types.py:176(__get__)
       20    0.000    0.000    0.001    0.000 typing.py:1016(__init__)
       64    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
       72    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
    31/22    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
       13    0.000    0.000    0.001    0.000 typing.py:1137(__getitem__)
       31    0.000    0.000    0.000    0.000 typing.py:1142(<genexpr>)
       17    0.000    0.000    0.001    0.000 typing.py:1146(copy_with)
        1    0.000    0.000    0.000    0.000 typing.py:1187(copy_with)
        2    0.000    0.000    0.000    0.000 typing.py:1193(__getitem__)
        1    0.000    0.000    0.000    0.000 typing.py:1207(__getitem_inner__)
        2    0.000    0.000    0.000    0.000 typing.py:1216(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:1222(__getitem__)
       17    0.000    0.000    0.000    0.000 typing.py:1233(<genexpr>)
       12    0.000    0.000    0.000    0.000 typing.py:1241(__eq__)
        2    0.000    0.000    0.000    0.000 typing.py:1246(__hash__)
       56    0.000    0.000    0.000    0.000 typing.py:137(_type_convert)
       55    0.000    0.000    0.000    0.000 typing.py:146(_type_check)
        3    0.000    0.000    0.001    0.000 typing.py:2246(_make_nmtuple)
        3    0.000    0.000    0.000    0.000 typing.py:2247(<listcomp>)
        3    0.000    0.000    0.000    0.000 typing.py:2248(<dictcomp>)
        3    0.000    0.000    0.001    0.000 typing.py:2266(__new__)
        3    0.000    0.000    0.000    0.000 typing.py:2279(<listcomp>)
        3    0.000    0.000    0.000    0.000 typing.py:2327(_namedtuple_mro_entries)
        2    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
        2    0.000    0.000    0.000    0.000 typing.py:267(_remove_dups_flatten)
       49    0.000    0.000    0.001    0.000 typing.py:306(inner)
        2    0.000    0.000    0.000    0.000 typing.py:401(__getitem__)
        2    0.000    0.000    0.000    0.000 typing.py:483(Union)
       13    0.000    0.000    0.000    0.000 typing.py:515(<genexpr>)
      162    0.000    0.000    0.000    0.000 typing.py:935(_is_dunder)
       20    0.000    0.000    0.000    0.000 typing.py:947(__init__)
      162    0.000    0.000    0.000    0.000 typing.py:986(__setattr__)
       44    0.000    0.000    0.000    0.000 typing_extensions.py:109(_should_collect_from_parameters)
       20    0.000    0.000    0.000    0.000 typing_extensions.py:121(_collect_type_vars)
       14    0.000    0.000    0.000    0.000 typing_extensions.py:138(<listcomp>)
       13    0.000    0.000    0.000    0.000 typing_extensions.py:87(_check_generic)
        1    0.000    0.000    0.000    0.000 unicode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unicode.py:13(_UnicodeCustom)
        1    0.000    0.000    0.000    0.000 unicode.py:29(_UnicodeBuiltin)
     14/7    0.000    0.000    0.000    0.000 units.py:181(get_converter)
       24    0.000    0.000    0.000    0.000 units.py:56(_is_natively_supported)
    11390    0.004    0.000    0.016    0.000 util.py:108(get)
    10542    0.017    0.000    0.027    0.000 util.py:111(set_)
       94    0.000    0.000    0.001    0.000 util.py:116(clear)
        4    0.000    0.000    0.000    0.000 util.py:173(_escape_regex_range_chars)
        2    0.000    0.000    0.000    0.000 utils.py:19(inner_product_sq)
        1    0.000    0.000    0.000    0.000 utils.py:31(save_povm_to_file)
        9    0.000    0.000    0.000    0.000 utils.py:40(WH_operator)
        1    0.000    0.000    0.000    0.000 utils.py:49(generate_WH_povm_from_fiducial)
        9    0.000    0.000    0.000    0.000 utils.py:58(displacement_operator)
        9    0.000    0.000    0.000    0.000 utils.py:65(shift_operator)
        1    0.000    0.000    0.000    0.000 utils.py:7(verify_povm)
        1    0.000    0.000    0.000    0.000 varStore.py:1(<module>)
        1    0.000    0.000    0.000    0.000 varStore.py:138(VarStoreInstancer)
        1    0.000    0.000    0.000    0.000 varStore.py:14(OnlineVarStoreBuilder)
        1    0.000    0.000    0.000    0.000 varStore.py:325(_Encoding)
        1    0.000    0.000    0.000    0.000 varStore.py:393(_EncodingDict)
        1    0.000    0.000    0.000    0.000 vector.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vector.py:10(Vector)
        1    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
        1    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        1    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
       11    0.000    0.000    0.000    0.000 weakref.py:47(__new__)
       11    0.000    0.000    0.000    0.000 weakref.py:496(popitem)
        3    0.000    0.000    0.000    0.000 widgets.py:36(__init__)
        1    0.000    0.000    0.000    0.000 xmlWriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xmlWriter.py:11(XMLWriter)
        1    0.000    0.000    0.000    0.000 {built-in method PyQt5.QtCore.pyqtSlot}
     5590    0.003    0.000    0.003    0.000 {built-in method __new__ of type object at 0x55f8583af7e0}
        3    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
    37244    0.012    0.000    0.013    0.000 {built-in method _abc._abc_instancecheck}
  459/230    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_build}
       30    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.register}
       15    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 {built-in method _deco}
        1    0.000    0.000    0.000    0.000 {built-in method _elementtree._set_factories}
      124    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      837    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      8/6    0.065    0.008    0.065    0.011 {built-in method _imp.create_dynamic}
        8    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       13    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      137    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
      837    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        8    0.000    0.000    0.000    0.000 {built-in method _make_subclass}
       40    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
      309    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
       25    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
      276    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      427    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        3    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       39    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        8    0.001    0.000    0.001    0.000 {built-in method addAction}
        2    0.000    0.000    0.000    0.000 {built-in method addSeparator}
        1    0.000    0.000    0.000    0.000 {built-in method addToolBar}
        1    0.000    0.000    0.000    0.000 {built-in method addWidget}
        8    0.000    0.000    0.000    0.000 {built-in method backgroundRole}
  558/512    0.011    0.000    0.091    0.000 {built-in method builtins.__build_class__}
    104/8    0.000    0.000    0.170    0.021 {built-in method builtins.__import__}
   215505    2.567    0.000    2.567    0.000 {built-in method builtins.abs}
      613    0.001    0.000    0.001    0.000 {built-in method builtins.all}
      913    0.001    0.000    0.002    0.000 {built-in method builtins.any}
     3260    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
      117    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
     1313    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
      647    0.008    0.000    0.008    0.000 {built-in method builtins.eval}
    125/1    0.000    0.000   66.853   66.853 {built-in method builtins.exec}
    32372    0.014    0.000    0.017    0.000 {built-in method builtins.getattr}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
    14391    0.005    0.000    0.005    0.000 {built-in method builtins.hasattr}
 1158/805    0.001    0.000    0.003    0.000 {built-in method builtins.hash}
   185558    0.032    0.000    0.032    0.000 {built-in method builtins.id}
182472/182400    0.055    0.000    0.081    0.000 {built-in method builtins.isinstance}
      796    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
    11651    0.005    0.000    0.005    0.000 {built-in method builtins.iter}
93179/91882    0.016    0.000    0.017    0.000 {built-in method builtins.len}
       17    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
     1754    0.001    0.000    0.001    0.000 {built-in method builtins.max}
     2562    0.001    0.000    0.001    0.000 {built-in method builtins.min}
4008/3892    0.003    0.000    0.018    0.000 {built-in method builtins.next}
     5555    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
       51    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      813    0.001    0.000    0.001    0.000 {built-in method builtins.round}
     3840    0.002    0.000    0.003    0.000 {built-in method builtins.setattr}
       86    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       49    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
      934    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 {built-in method close}
        8    0.000    0.000    0.000    0.000 {built-in method color}
        1    0.000    0.000    0.000    0.000 {built-in method destroy}
        8    0.000    0.000    0.000    0.000 {built-in method devicePixelRatioF}
      372    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       47    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        4    0.002    0.001    0.002    0.001 {built-in method gc.collect}
        2    0.000    0.000    0.000    0.000 {built-in method height}
      124    0.002    0.000    0.002    0.000 {built-in method io.open_code}
        4    0.000    0.000    0.000    0.000 {built-in method io.open}
      124    0.020    0.000    0.020    0.000 {built-in method marshal.loads}
       30    0.000    0.000    0.000    0.000 {built-in method math.ceil}
       89    0.000    0.000    0.000    0.000 {built-in method math.cos}
       45    0.000    0.000    0.000    0.000 {built-in method math.floor}
       24    0.000    0.000    0.000    0.000 {built-in method math.log10}
      976    0.000    0.000    0.000    0.000 {built-in method math.log}
       89    0.000    0.000    0.000    0.000 {built-in method math.radians}
       89    0.000    0.000    0.000    0.000 {built-in method math.sin}
       20    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.Win32_GetCurrentProcessExplicitAppUserModelID}
        3    0.003    0.001    0.003    0.001 {built-in method matplotlib._c_internal_utils.display_is_valid}
      440    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.affine_transform}
       77    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.cleanup_path}
       94    0.002    0.000    0.003    0.000 {built-in method matplotlib._path.convert_to_string}
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.is_sorted}
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
       25    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
     1694    0.002    0.000    0.002    0.000 {built-in method numpy.array}
     3706    0.003    0.000    0.003    0.000 {built-in method numpy.asanyarray}
     3462    0.005    0.000    0.005    0.000 {built-in method numpy.asarray}
6411/4475    0.015    0.000    0.060    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
       16    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
     5988    0.001    0.000    0.001    0.000 {built-in method numpy.geterrobj}
     2994    0.002    0.000    0.002    0.000 {built-in method numpy.seterrobj}
       10    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        8    0.000    0.000    0.000    0.000 {built-in method palette}
      898    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       16    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
      309    0.001    0.000    0.001    0.000 {built-in method posix.lstat}
      755    0.005    0.000    0.005    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.000    0.000 {built-in method raise_}
        2    0.000    0.000    0.000    0.000 {built-in method resize}
        1    0.000    0.000    0.000    0.000 {built-in method setAlignment}
        1    0.000    0.000    0.000    0.000 {built-in method setAllowedAreas}
        1    0.000    0.000    0.000    0.000 {built-in method setAttribute}
        1    0.000    0.000    0.000    0.000 {built-in method setCentralWidget}
        2    0.000    0.000    0.000    0.000 {built-in method setCheckable}
        2    0.000    0.000    0.000    0.000 {built-in method setCursor}
        8    0.000    0.000    0.000    0.000 {built-in method setDevicePixelRatio}
        4    0.000    0.000    0.000    0.000 {built-in method setEnabled}
        1    0.000    0.000    0.000    0.000 {built-in method setFocusPolicy}
        1    0.000    0.000    0.000    0.000 {built-in method setFocus}
        1    0.000    0.000    0.000    0.000 {built-in method setMouseTracking}
