0, 0.010907803
100, 0.0085880819
200, 0.0079385062
300, 0.0076899222
400, 0.0075576192
500, 0.0074697062
600, 0.0074051977
700, 0.0073555157
800, 0.0073154064
900, 0.007281086
1000, 0.0072496175
1100, 0.0072183125
1200, 0.0071840977
1300, 0.0071428711
1400, 0.0070889901
1500, 0.0070156612
1600, 0.0069181225
1700, 0.0068004963
1800, 0.0066791974
1900, 0.0065726198
2000, 0.0064877678
2100, 0.0064210048
2200, 0.006366249
2300, 0.0063195657
2400, 0.0062794384
2500, 0.0062453699
2600, 0.0062166459
2700, 0.0061919918
2800, 0.0061699214
2900, 0.0061492093
3000, 0.006129141
3100, 0.0061095103
3200, 0.0060904718
3300, 0.0060723533
3400, 0.006055502
3500, 0.0060401926
3600, 0.0060265911
3700, 0.0060147487
3800, 0.0060046135
3900, 0.005996052
4000, 0.0059888805
4100, 0.0059828972
