0, 0.031961544
100, 0.02658424
200, 0.023668195
300, 0.021781533
400, 0.020375549
500, 0.019176313
600, 0.018075749
700, 0.017055653
800, 0.016131412
900, 0.015317328
1000, 0.014614476
1100, 0.014013396
1200, 0.013500582
1300, 0.013062631
1400, 0.012687444
1500, 0.012364087
1600, 0.0120825
1700, 0.011833456
1800, 0.011608664
1900, 0.011400866
2000, 0.011203872
2100, 0.011012528
2200, 0.010822692
2300, 0.010631247
2400, 0.01043617
2500, 0.010236635
2600, 0.010033098
2700, 0.0098272838
2800, 0.0096220144
2900, 0.0094208298
3000, 0.0092274636
3100, 0.0090452605
3200, 0.0088767035
3300, 0.0087231416
3400, 0.008584777
3500, 0.0084608441
3600, 0.008349908
3700, 0.0082501738
3800, 0.0081597389
3900, 0.0080767734
4000, 0.0079996182
4100, 0.0079268314
4200, 0.0078571882
4300, 0.0077896707
4400, 0.0077234433
4500, 0.0076578281
4600, 0.0075922848
4700, 0.0075263921
4800, 0.0074598339
4900, 0.00739239
5000, 0.0073239279
5100, 0.0072543968
5200, 0.007183822
5300, 0.0071123022
5400, 0.0070400022
5500, 0.0069671471
5600, 0.0068940152
5700, 0.0068209298
5800, 0.0067482464
5900, 0.0066763457
6000, 0.0066056161
6100, 0.0065364454
6200, 0.0064692067
6300, 0.0064042485
6400, 0.0063418813
6500, 0.0062823749
6600, 0.0062259471
6700, 0.0061727609
6800, 0.006122925
6900, 0.0060764911
7000, 0.0060334587
7100, 0.0059937785
7200, 0.0059573587
7300, 0.005924072
7400, 0.005893763
7500, 0.005866256
7600, 0.0058413608
7700, 0.0058188803
7800, 0.0057986181
7900, 0.0057803788
8000, 0.0057639754
8100, 0.0057492306
8200, 0.0057359774
8300, 0.0057240629
8400, 0.0057133464
8500, 0.0057037005
8600, 0.0056950103
8700, 0.0056871725
8800, 0.0056800948
8900, 0.0056736951
9000, 0.0056679005
9100, 0.0056626466
9200, 0.0056578762
9300, 0.0056535388
9400, 0.0056495894
9500, 0.0056459885
9600, 0.0056427009
9700, 0.0056396954
9800, 0.0056369441
9900, 0.0056344229
10000, 0.0056321091
10100, 0.0056299834
10200, 0.0056280282
10300, 0.0056262278
10400, 0.005624568
10500, 0.0056230363
10600, 0.0056216212
10700, 0.0056203124
10800, 0.0056191007
10900, 0.0056179776
11000, 0.0056169356
11100, 0.0056159678
11200, 0.0056150681
11300, 0.0056142306
11400, 0.0056134504
11500, 0.0056127227
11600, 0.0056120432
11700, 0.0056114082
11800, 0.0056108139
11900, 0.0056102572
12000, 0.0056097353
12100, 0.0056092452
12200, 0.0056087846
12300, 0.0056083513
12400, 0.0056079432
12500, 0.0056075583
12600, 0.0056071949
12700, 0.0056068514
12800, 0.0056065263
12900, 0.0056062184
13000, 0.0056059263
13100, 0.0056056488
13200, 0.0056053851
13300, 0.005605134
13400, 0.0056048947
13500, 0.0056046664
13600, 0.0056044482
13700, 0.0056042395
13800, 0.0056040397
13900, 0.0056038481
14000, 0.0056036641
14100, 0.0056034874
14200, 0.0056033172
14300, 0.0056031533
14400, 0.0056029953
14500, 0.0056028426
14600, 0.0056026951
14700, 0.0056025523
14800, 0.005602414
14900, 0.0056022798
15000, 0.0056021496
15100, 0.005602023
15200, 0.0056018999
15300, 0.00560178
15400, 0.0056016631
15500, 0.0056015491
15600, 0.0056014377
15700, 0.0056013289
15800, 0.0056012224
15900, 0.0056011182
16000, 0.005601016
16100, 0.0056009159
16200, 0.0056008176
16300, 0.0056007211
16400, 0.0056006263
16500, 0.005600533
16600, 0.0056004413
16700, 0.005600351
16800, 0.005600262
16900, 0.0056001743
17000, 0.0056000878
17100, 0.0056000025
17200, 0.0055999183
17300, 0.0055998351
17400, 0.005599753
17500, 0.0055996717
17600, 0.0055995914
17700, 0.005599512
17800, 0.0055994334
17900, 0.0055993556
18000, 0.0055992786
18100, 0.0055992023
18200, 0.0055991268
18300, 0.0055990519
18400, 0.0055989777
18500, 0.0055989041
18600, 0.0055988311
18700, 0.0055987588
18800, 0.005598687
18900, 0.0055986158
19000, 0.0055985451
19100, 0.005598475
19200, 0.0055984054
19300, 0.0055983362
19400, 0.0055982676
19500, 0.0055981995
19600, 0.0055981318
19700, 0.0055980646
19800, 0.0055979978
19900, 0.0055979315
