INFO:random-gd-1030:trial:      0 / 100_000  |  f_evals:       2_679 / 50_000_000  |  f_min: 1.112488e-09
INFO:random-gd-1030:trial:    960 / 100_000  |  f_evals:   1_847_959 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    961 / 100_000  |  f_evals:   1_848_358 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    962 / 100_000  |  f_evals:   1_849_346 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    963 / 100_000  |  f_evals:   1_850_144 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    964 / 100_000  |  f_evals:   1_850_543 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    965 / 100_000  |  f_evals:   1_851_037 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    966 / 100_000  |  f_evals:   1_852_025 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    967 / 100_000  |  f_evals:   1_854_875 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    968 / 100_000  |  f_evals:   1_855_635 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    969 / 100_000  |  f_evals:   1_856_718 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    970 / 100_000  |  f_evals:   1_859_435 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    971 / 100_000  |  f_evals:   1_859_834 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    972 / 100_000  |  f_evals:   1_861_202 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    973 / 100_000  |  f_evals:   1_862_247 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    974 / 100_000  |  f_evals:   1_877_314 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    975 / 100_000  |  f_evals:   1_878_226 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    976 / 100_000  |  f_evals:   1_879_214 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    977 / 100_000  |  f_evals:   1_880_734 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    978 / 100_000  |  f_evals:   1_881_361 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    979 / 100_000  |  f_evals:   1_882_311 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    980 / 100_000  |  f_evals:   1_882_843 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    981 / 100_000  |  f_evals:   1_884_002 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    982 / 100_000  |  f_evals:   1_885_142 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    983 / 100_000  |  f_evals:   1_885_693 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    984 / 100_000  |  f_evals:   1_886_700 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    985 / 100_000  |  f_evals:   1_890_348 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    986 / 100_000  |  f_evals:   1_905_453 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    987 / 100_000  |  f_evals:   1_906_707 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    988 / 100_000  |  f_evals:   1_907_467 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    989 / 100_000  |  f_evals:   1_908_265 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    990 / 100_000  |  f_evals:   1_909_291 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    991 / 100_000  |  f_evals:   1_909_937 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    992 / 100_000  |  f_evals:   1_910_469 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    993 / 100_000  |  f_evals:   1_916_625 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    994 / 100_000  |  f_evals:   1_917_461 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    995 / 100_000  |  f_evals:   1_922_971 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    996 / 100_000  |  f_evals:   1_925_441 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    997 / 100_000  |  f_evals:   1_926_676 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    998 / 100_000  |  f_evals:   1_927_569 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:    999 / 100_000  |  f_evals:   1_928_766 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_000 / 100_000  |  f_evals:   1_930_286 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_001 / 100_000  |  f_evals:   1_931_027 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_002 / 100_000  |  f_evals:   1_932_034 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_003 / 100_000  |  f_evals:   1_932_870 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_004 / 100_000  |  f_evals:   1_933_535 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_005 / 100_000  |  f_evals:   1_934_846 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_006 / 100_000  |  f_evals:   1_936_176 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_007 / 100_000  |  f_evals:   1_936_803 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_008 / 100_000  |  f_evals:   1_937_753 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_009 / 100_000  |  f_evals:   1_938_304 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_010 / 100_000  |  f_evals:   1_938_703 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_011 / 100_000  |  f_evals:   1_939_102 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_012 / 100_000  |  f_evals:   1_939_501 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_013 / 100_000  |  f_evals:   1_939_900 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_014 / 100_000  |  f_evals:   1_941_515 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_015 / 100_000  |  f_evals:   1_944_099 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_016 / 100_000  |  f_evals:   1_944_498 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_017 / 100_000  |  f_evals:   1_949_628 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_018 / 100_000  |  f_evals:   1_950_388 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_019 / 100_000  |  f_evals:   1_950_787 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_020 / 100_000  |  f_evals:   1_951_737 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_021 / 100_000  |  f_evals:   1_952_383 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_022 / 100_000  |  f_evals:   1_953_010 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_023 / 100_000  |  f_evals:   1_955_613 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_024 / 100_000  |  f_evals:   1_956_487 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_025 / 100_000  |  f_evals:   1_956_886 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_026 / 100_000  |  f_evals:   1_957_494 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_027 / 100_000  |  f_evals:   1_958_235 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_028 / 100_000  |  f_evals:   1_958_900 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_029 / 100_000  |  f_evals:   1_960_838 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_030 / 100_000  |  f_evals:   1_961_237 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_031 / 100_000  |  f_evals:   1_962_396 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_032 / 100_000  |  f_evals:   1_963_479 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_033 / 100_000  |  f_evals:   1_965_379 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_034 / 100_000  |  f_evals:   1_966_462 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_035 / 100_000  |  f_evals:   1_973_207 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_036 / 100_000  |  f_evals:   1_974_537 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_037 / 100_000  |  f_evals:   1_975_449 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_038 / 100_000  |  f_evals:   1_977_425 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_039 / 100_000  |  f_evals:   1_979_819 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_040 / 100_000  |  f_evals:   1_980_218 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_041 / 100_000  |  f_evals:   1_980_617 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_042 / 100_000  |  f_evals:   1_984_379 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_043 / 100_000  |  f_evals:   1_984_778 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_044 / 100_000  |  f_evals:   1_985_538 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_045 / 100_000  |  f_evals:   1_988_483 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_046 / 100_000  |  f_evals:   1_992_834 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_047 / 100_000  |  f_evals:   1_993_974 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_048 / 100_000  |  f_evals:   1_994_525 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_049 / 100_000  |  f_evals:   1_999_997 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_050 / 100_000  |  f_evals:   2_000_396 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_051 / 100_000  |  f_evals:   2_002_904 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_052 / 100_000  |  f_evals:   2_006_343 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_053 / 100_000  |  f_evals:   2_010_884 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_054 / 100_000  |  f_evals:   2_011_644 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_055 / 100_000  |  f_evals:   2_012_062 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_056 / 100_000  |  f_evals:   2_012_480 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_057 / 100_000  |  f_evals:   2_014_133 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_058 / 100_000  |  f_evals:   2_014_532 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_059 / 100_000  |  f_evals:   2_014_950 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_060 / 100_000  |  f_evals:   2_015_349 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_061 / 100_000  |  f_evals:   2_015_995 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_062 / 100_000  |  f_evals:   2_016_394 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_063 / 100_000  |  f_evals:   2_031_499 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_064 / 100_000  |  f_evals:   2_031_974 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_065 / 100_000  |  f_evals:   2_032_373 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_066 / 100_000  |  f_evals:   2_032_772 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_067 / 100_000  |  f_evals:   2_036_344 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_068 / 100_000  |  f_evals:   2_037_883 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_069 / 100_000  |  f_evals:   2_039_346 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_070 / 100_000  |  f_evals:   2_040_334 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_071 / 100_000  |  f_evals:   2_041_455 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_072 / 100_000  |  f_evals:   2_041_987 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_073 / 100_000  |  f_evals:   2_042_538 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_074 / 100_000  |  f_evals:   2_042_937 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_075 / 100_000  |  f_evals:   2_057_852 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_076 / 100_000  |  f_evals:   2_058_251 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_077 / 100_000  |  f_evals:   2_058_650 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_078 / 100_000  |  f_evals:   2_059_258 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_079 / 100_000  |  f_evals:   2_061_538 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_080 / 100_000  |  f_evals:   2_062_260 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_081 / 100_000  |  f_evals:   2_062_811 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_082 / 100_000  |  f_evals:   2_077_878 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_083 / 100_000  |  f_evals:   2_078_277 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_084 / 100_000  |  f_evals:   2_078_961 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_085 / 100_000  |  f_evals:   2_082_495 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_086 / 100_000  |  f_evals:   2_082_913 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_087 / 100_000  |  f_evals:   2_085_649 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_088 / 100_000  |  f_evals:   2_086_048 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_089 / 100_000  |  f_evals:   2_087_739 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_090 / 100_000  |  f_evals:   2_088_708 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_091 / 100_000  |  f_evals:   2_089_107 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_092 / 100_000  |  f_evals:   2_090_000 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_093 / 100_000  |  f_evals:   2_091_254 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_094 / 100_000  |  f_evals:   2_092_660 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_095 / 100_000  |  f_evals:   2_094_465 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_096 / 100_000  |  f_evals:   2_096_878 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_097 / 100_000  |  f_evals:   2_099_690 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_098 / 100_000  |  f_evals:   2_101_400 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_099 / 100_000  |  f_evals:   2_104_478 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_100 / 100_000  |  f_evals:   2_104_877 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_101 / 100_000  |  f_evals:   2_105_276 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_102 / 100_000  |  f_evals:   2_105_675 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_103 / 100_000  |  f_evals:   2_106_074 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_104 / 100_000  |  f_evals:   2_106_606 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_105 / 100_000  |  f_evals:   2_107_328 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_106 / 100_000  |  f_evals:   2_108_316 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_107 / 100_000  |  f_evals:   2_109_266 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_108 / 100_000  |  f_evals:   2_109_931 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_109 / 100_000  |  f_evals:   2_110_786 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_110 / 100_000  |  f_evals:   2_113_522 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_111 / 100_000  |  f_evals:   2_113_921 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_112 / 100_000  |  f_evals:   2_115_973 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_113 / 100_000  |  f_evals:   2_116_372 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_114 / 100_000  |  f_evals:   2_121_578 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_115 / 100_000  |  f_evals:   2_125_986 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_116 / 100_000  |  f_evals:   2_126_385 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_117 / 100_000  |  f_evals:   2_132_484 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_118 / 100_000  |  f_evals:   2_133_168 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_119 / 100_000  |  f_evals:   2_133_567 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_120 / 100_000  |  f_evals:   2_135_923 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_121 / 100_000  |  f_evals:   2_137_975 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_122 / 100_000  |  f_evals:   2_139_495 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_123 / 100_000  |  f_evals:   2_139_894 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_124 / 100_000  |  f_evals:   2_140_654 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_125 / 100_000  |  f_evals:   2_142_041 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_126 / 100_000  |  f_evals:   2_152_643 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_127 / 100_000  |  f_evals:   2_153_042 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_128 / 100_000  |  f_evals:   2_157_336 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_129 / 100_000  |  f_evals:   2_158_324 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_130 / 100_000  |  f_evals:   2_161_364 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_131 / 100_000  |  f_evals:   2_162_010 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_132 / 100_000  |  f_evals:   2_163_093 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_133 / 100_000  |  f_evals:   2_163_492 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_134 / 100_000  |  f_evals:   2_164_955 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_135 / 100_000  |  f_evals:   2_166_285 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_136 / 100_000  |  f_evals:   2_166_684 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_137 / 100_000  |  f_evals:   2_169_458 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_138 / 100_000  |  f_evals:   2_169_857 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_139 / 100_000  |  f_evals:   2_170_256 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_140 / 100_000  |  f_evals:   2_171_453 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_141 / 100_000  |  f_evals:   2_171_852 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_142 / 100_000  |  f_evals:   2_173_524 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_143 / 100_000  |  f_evals:   2_174_284 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_144 / 100_000  |  f_evals:   2_174_968 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_145 / 100_000  |  f_evals:   2_175_633 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_146 / 100_000  |  f_evals:   2_176_146 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_147 / 100_000  |  f_evals:   2_177_229 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_148 / 100_000  |  f_evals:   2_180_174 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_149 / 100_000  |  f_evals:   2_180_744 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_150 / 100_000  |  f_evals:   2_181_770 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_151 / 100_000  |  f_evals:   2_186_938 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_152 / 100_000  |  f_evals:   2_188_135 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_153 / 100_000  |  f_evals:   2_189_028 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_154 / 100_000  |  f_evals:   2_190_149 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_155 / 100_000  |  f_evals:   2_193_246 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_156 / 100_000  |  f_evals:   2_193_816 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_157 / 100_000  |  f_evals:   2_198_053 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_158 / 100_000  |  f_evals:   2_198_889 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_159 / 100_000  |  f_evals:   2_199_383 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_160 / 100_000  |  f_evals:   2_200_352 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_161 / 100_000  |  f_evals:   2_201_929 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_162 / 100_000  |  f_evals:   2_203_107 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_163 / 100_000  |  f_evals:   2_204_399 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_164 / 100_000  |  f_evals:   2_205_463 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_165 / 100_000  |  f_evals:   2_216_749 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_166 / 100_000  |  f_evals:   2_223_760 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_167 / 100_000  |  f_evals:   2_224_159 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_168 / 100_000  |  f_evals:   2_224_957 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_169 / 100_000  |  f_evals:   2_226_515 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_170 / 100_000  |  f_evals:   2_238_675 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_171 / 100_000  |  f_evals:   2_239_720 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_172 / 100_000  |  f_evals:   2_244_470 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_173 / 100_000  |  f_evals:   2_245_192 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_174 / 100_000  |  f_evals:   2_245_895 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_175 / 100_000  |  f_evals:   2_249_999 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_176 / 100_000  |  f_evals:   2_250_398 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_177 / 100_000  |  f_evals:   2_265_902 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_178 / 100_000  |  f_evals:   2_269_265 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_179 / 100_000  |  f_evals:   2_269_664 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_180 / 100_000  |  f_evals:   2_270_063 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1030:trial:  1_181 / 100_000  |  f_evals:   2_270_462 / 50_000_000  |  f_min: 1.940531e-12
