0, 0.022637143
100, 0.020415853
200, 0.01853414
300, 0.016905801
400, 0.015514622
500, 0.014355043
600, 0.013410667
700, 0.012652404
800, 0.012044961
900, 0.011553841
1000, 0.011149565
1100, 0.010809045
1200, 0.010515225
1300, 0.010256009
1400, 0.010023064
1500, 0.0098107839
1600, 0.0096154569
1700, 0.0094346485
1800, 0.0092667508
1900, 0.0091106659
2000, 0.0089655904
2100, 0.0088308762
2200, 0.008705944
2300, 0.0085902371
2400, 0.0084831979
2500, 0.0083842617
2600, 0.0082928586
2700, 0.0082084195
2800, 0.0081303841
2900, 0.008058208
3000, 0.0079913694
3100, 0.0079293743
3200, 0.0078717602
3300, 0.0078180988
3400, 0.0077679967
3500, 0.0077210963
3600, 0.0076770744
3700, 0.0076356415
3800, 0.0075965395
3900, 0.0075595397
4000, 0.0075244403
4100, 0.0074910639
4200, 0.0074592551
4300, 0.0074288778
4400, 0.0073998131
4500, 0.0073719572
4600, 0.0073452196
4700, 0.007319521
4800, 0.0072947923
4900, 0.0072709728
5000, 0.0072480095
5100, 0.0072258557
5200, 0.0072044701
5300, 0.0071838165
5400, 0.0071638627
5500, 0.0071445799
5600, 0.0071259422
5700, 0.0071079263
5800, 0.0070905108
5900, 0.007073676
6000, 0.0070574034
6100, 0.0070416753
6200, 0.007026475
6300, 0.007011786
6400, 0.0069975919
6500, 0.0069838767
6600, 0.0069706241
6700, 0.0069578177
6800, 0.006945441
6900, 0.006933477
7000, 0.0069219087
7100, 0.0069107188
7200, 0.0068998899
7300, 0.0068894045
7400, 0.0068792449
7500, 0.0068693937
7600, 0.0068598336
7700, 0.0068505475
7800, 0.0068415186
7900, 0.0068327308
8000, 0.0068241683
8100, 0.0068158159
8200, 0.0068076593
8300, 0.0067996848
8400, 0.0067918795
8500, 0.0067842313
8600, 0.0067767292
8700, 0.0067693628
8800, 0.0067621228
8900, 0.0067550006
9000, 0.0067479888
9100, 0.0067410804
9200, 0.0067342697
9300, 0.0067275514
9400, 0.0067209212
9500, 0.0067143754
9600, 0.0067079109
9700, 0.0067015255
9800, 0.0066952171
9900, 0.0066889844
10000, 0.0066828263
10100, 0.0066767423
10200, 0.006670732
10300, 0.0066647953
10400, 0.0066589324
10500, 0.0066531436
10600, 0.0066474291
10700, 0.0066417895
10800, 0.0066362251
10900, 0.0066307363
11000, 0.0066253236
11100, 0.006619987
11200, 0.0066147269
11300, 0.0066095432
11400, 0.0066044358
11500, 0.0065994046
11600, 0.0065944489
11700, 0.0065895685
11800, 0.0065847624
11900, 0.0065800299
12000, 0.00657537
12100, 0.0065707815
12200, 0.0065662632
12300, 0.0065618137
12400, 0.0065574315
12500, 0.0065531153
12600, 0.0065488632
12700, 0.0065446737
12800, 0.0065405451
12900, 0.0065364756
13000, 0.0065324636
13100, 0.0065285073
13200, 0.0065246049
13300, 0.0065207549
13400, 0.0065169555
13500, 0.0065132051
13600, 0.0065095022
13700, 0.0065058452
13800, 0.0065022328
13900, 0.0064986635
14000, 0.006495136
14100, 0.0064916492
14200, 0.0064882017
14300, 0.0064847926
14400, 0.0064814209
14500, 0.0064780855
14600, 0.0064747856
14700, 0.0064715204
14800, 0.0064682891
14900, 0.0064650912
15000, 0.0064619258
15100, 0.0064587925
15200, 0.0064556907
15300, 0.00645262
15400, 0.0064495798
15500, 0.0064465699
15600, 0.0064435898
15700, 0.0064406392
15800, 0.0064377178
15900, 0.0064348253
16000, 0.0064319613
16100, 0.0064291256
16200, 0.006426318
16300, 0.0064235382
16400, 0.0064207859
16500, 0.0064180608
16600, 0.0064153628
16700, 0.0064126915
16800, 0.0064100466
16900, 0.0064074279
17000, 0.006404835
17100, 0.0064022677
17200, 0.0063997256
17300, 0.0063972083
17400, 0.0063947156
17500, 0.0063922469
17600, 0.006389802
17700, 0.0063873804
17800, 0.0063849817
17900, 0.0063826053
18000, 0.006380251
18100, 0.0063779181
18200, 0.0063756063
18300, 0.0063733149
18400, 0.0063710436
18500, 0.0063687916
18600, 0.0063665587
18700, 0.0063643441
18800, 0.0063621473
18900, 0.0063599678
19000, 0.0063578051
19100, 0.0063556586
19200, 0.0063535276
19300, 0.0063514118
19400, 0.0063493105
19500, 0.0063472231
19600, 0.0063451492
19700, 0.0063430883
19800, 0.0063410397
19900, 0.0063390029
